X,Y,OBJECTID,ADDRESS,ARTIST,TITLE,MEDIUM,YEAR,ART_TYPE,DISPLAY,LOCATION,NEIGHBORHOOD,SIZE_,WARD,DURATION,PROGRAM_SOURCE,ARTWORK
-77.022478446309293,38.901803770394899,179,800 K STREET NW,Wolfgang Weileder,Res Publica,Cardboard small scale construction of Supreme Coard Building,2012,"Sculpture, Installation",TechWorld Plaza,800 K Street NW,Mt. Vernon Square,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Res_Publica_Wolfgang_Weileder.png
-76.991346013626213,38.864608542162713,180,2235 SHANNON PLACE SE,Floating Lab Collective,Remuseum,"Lecture, panel discussion",2012,Lecture,Lightbox,2235 Shannon Place SE,Anacostia,,8,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Remuseum_Floating_Lab_Collective.png
-76.993142907149121,38.882988593372097,181,921 PENNSYLVANIA AVENUE SE,Chrysanne Stathacos,Natural Wishing,"Textile, string",2012,Installation,Hill Center at the Old Naval Hospital,921 Pennsylvania Avenue SE,Capitol Hill,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Natural_Wishing_Chrysanne_Stathacos.png
-77.044497546926692,38.909067739320633,182,1 DUPONT CIRCLE NW,Ali Momeni,Statuevision,Video projection,2014,Performance,"One time performance Friday October 17, 7-10pm.",1 Dupont Circle NW,Dupont Circle,,2,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Statuevision_Ali_Momeni.png
-77.051098281485594,38.913899636411784,183,2320 S STREET NW,Chrysanne Stathacos,Natural Wishing,"Textile, string",2012,Installation,<Null>,2320 S Street NW,Kolorama Heights,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Natural_Wishing_Chrysanne_Stathacos.png
-77.000838942703311,38.915190261207769,184,1876 4TH STREET NE,"Daniel Hopkins, Cita Sadeli, and Cody Kennedy",Crossroads,"Aerosol paint, wood, acrylic based paint",2014,Mural,Located on Metro Branch Trail near address location,1876 4th Street NE,Eckington,,5,Temporary,PABC Grant,
-77.075459021314956,38.96557695120655,185,5625 CONNECTICUT AVENUE NW,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Chevy Chase Neighborhood Library,5625 Connecticut Avenue NW,Chevy Chase,,3,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.037146892305557,38.930475177315572,186,3160 16TH STREET NW,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Mount Pleasant Neighborhood Library,3160 16th Street NW,Mount Pleasant,,1,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.064326573493275,38.944441376962004,187,4200 CONNECTICUT AVENUE NW,Wilmer Wilson IV,Henry 'Box' Brown: FOREVER,"Performance, three grades of postage stamps",2012,Performance,University of the District of Columbia,4200 Connecticut Avenue NW,Van Ness,,3,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Henry_Box_Brown_Forever_Wilmer_Wilson_IV.png
-76.991835120673187,38.897040765536339,188,1022 MARYLAND AVENUE NE,Chrysanne Stathacos,Natural Wishing,"Textile, string",2012,Installation,Sasha Bruce Youthwork,1022 Maryland Avenue NE,Trinidad,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Natural_Wishing_Chrysanne_Stathacos.png
-76.988133475973513,38.867112779149913,189,1215 GOOD HOPE ROAD SE,Abigail Deville,The New Migration,"Accumulated debris and heirlooms from Washington, DC to Jacksonville, Florida",2014,"Performance, installation",<Null>,1215 Good Hope Road SE,Anacostia,,8,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/The_New_Migration_Abigail_Deville.png
-77.029163689540994,38.900056472681761,190,1250 NEW YORK AVENUE NW,Clare Rojas,Untitled,"Mixed media, paint",2012,Mural,"National Museum of Women in the Arts, exterior wall",1250 New York Avenue NW,Downtown,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Untitled_Clare_Rojas.png
-76.996402032763356,38.881499292229002,191,545 7TH STREET SE,Ben Ashworth & Working Collective,Finding a Line,Built skate park,2012,Event,"Capitol Hill Arts Workshop, Spring Break Camp",545 7th Street SE,Capitol Hill,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Finding_a_Line_Ben_Ashworth_Working_Collective.png
-77.015834062777458,38.878705402197774,192,900 WESLEY PLACE SW,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Southwest Neighborhood Library,900 Wesley Place SW,Southwest Waterfront,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.032337998919473,38.909505039143603,193,1404 P STREET NW,Office of Experiments (OOE) (Neal White with Tina O’Connell),1x1,"Performance, prints",2012,Performance,Transformer Gallery,1404 P Street NW,Logan Circle/Shaw,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/1x1_Office_of_Experiments.png
-77.013358175727063,38.879131538449954,194,200 I STREET SW,Patrick McDonough,Geo- caching,"Scavanger hunt, stones",2012,Event,City Wide,Citywide,Southwest Waterfront,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Geo_catching_Patrick_McDonough.png
-77.057844888211861,38.933823261483923,195,3310 CONNECTICUT AVENUE NW,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Cleveland Neighborhood Library,3310 Connecticut Avenue NW,Cleveland Park,,3,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-76.978627807395,38.865915649665844,196,1800 GOOD HOPE ROAD SE,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Anacostia Neighborhood Library,1800 Good Hope Road SE,Fairlawn,,8,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.097176958678546,38.918389252462433,197,4901 V STREET NW,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Palisades Neighborhood Library,4901 V Street NW,Foxhall Crescents,,3,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.028988467609011,38.917405060276664,198,1215 U STREET NW,Wilmer Wilson IV,Henry 'Box' Brown: FOREVER,"Performance, three grades of postage stamps",2012,Performance,Lincoln Theater,1215 U Street NW,Cardozo/Shaw,,1,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Henry_Box_Brown_Forever_Wilmer_Wilson_IV.png
-77.021118402314485,38.915725072087014,199,625 T STREET NW,Marley Dawson,Construction (T Street NW),"Construction timber, fixings, Chroma Key paint",2014,"Sculpture, installation",<Null>,625 T Street NW,Cardozo/Shaw,,1,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Consturction_T_Street_NW_Marley_Dawson.png
-76.988119293377679,38.900400115561439,200,1300 H STREET NE,Sanaz Mazinani,U.S.A.I.R.A.N.,"Vinyl, acrylic, LED lights",2014,"Installation, wall mural","September 7 – November 21, 2014, Performance: September 6 at 4:00 pm",1300 H Street NE,Trinidad,,6,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/U_S_A_I_R_A_N_Sanaz_Mazinani.png
-77.066009604989503,38.913442017069073,201,3260 R STREET NW,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Georgetown Neighborhood Library,3260 R Street NW,Georgetown,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.079889070257806,38.947615845999906,202,4450 WISCONSIN AVENUE NW,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Tenley - Friendship Neighborhood Library,4450 Wisconsin Avenue NW,Tenleytown,,3,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.039742730457604,38.895854463821884,203,500 17TH STREET NW,Jefferson Pinder,Ben-Hur,6 performers with constructed rowing mechanism,2012,Performance,Corcoran Gallery of Art,500 17th Street NW,Downtown,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Ben_Hur_Jefferson_Pinder.png
-77.051687873076901,38.959924944121276,204,5200 GLOVER ROAD NW,Charles Stankievech,OVER AND OUT: A 5x5 Transmission,Shortwave radio repeater station,2012,Performance,Pierce Barn,Rock Creek Park:  5200 Glover Road NW,Rock Creek Park,,3,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Over_and_Out_A_5x5_Transmission_Charles_Stankievech.png
-77.005117908072734,38.888668828067701,205,10 1ST STREET SE,Isabella Streffen,Hawk & Dove,Constructed small scale zeplin,2012,Installation,"Library of Congress, Thomas Jefferson Building",10 First Street SE,Capitol Hill,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Hawk_and_Dove_Isabella_Streffen.png
-77.017553519671253,38.897762562777231,206,401 F STREET NW,Ben Jeans Houghton,SPORE,Mixed media,2012,"Sculpture, Installation",National Building Museum,401 F Street NW,Judiciary Square,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/SPORE_Ben_Jeans_Houghton.png
-77.020360420508283,38.877125619082108,207,1101 6TH STREET SW,Charles Juhasz-Alvarado,Cherry Blossom Cloud,"Metal, wood",2012,"Sculpture, Installation",Arena Stage,1101 Sixth Street SW,Southwest Waterfront,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Cherry_Blossom_Cloud_Charles_Juhasz_Alvarado.png
-76.999586598978198,38.955135595484577,208,5401 SOUTH DAKOTA AVENUE NE,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Lamond-Riggs Neighborhood Library,5401 South Dakota Avenue NE,Fort Totten,,5,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.021677425997851,38.875902401957269,209,600 WATER STREET SW,Deborah Stratman & Steven Badgett,Polygonal Address (PA) System,"Constructed floating pentagonal raft, mixed media",2012,"Sculpture, Installation",Gangplank Marina (water street sw),600 Water Street SW,Southwest Waterfront,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Polygonal_Address_PA_System_Deborah_Stratman_Steven_Badgett.png
-77.024855546486563,38.916793355841449,210,918 U STREET NW,REBAR,Public Art- It's a Verb!,"Lecture, panel discussion",2012,Panel discussion,"Panel Discussion: Song Architects, Central 14th Street (between Colorado and Longfellow); Design Charrette: Linn Meyers Studio, 5318 1/2 Colorado Avenue","Panel Discussion: Song Architects, 918 U Street NW; Plaza Mockup: Central 14th Street NW (between Colorado and Longfellow); Design Charrette: Linn Meyers Studio, 5318 1/2 Colorado Avenue NW",Cardozo/Shaw,,1,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Public_Art_Its_a_Verb_REBAR.png
-76.975324149629856,38.843564901387076,211,1901 MISSISSIPPI AVENUE SE,Habitat for Artists,How Much? How Little? The Space to Create,"Wood constructed art studio space, mixed media",2012,Installation,THEARC,1901 Mississippi Avenue SE,Shipley,,8,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/How_Much_How_Little_The_Space_to_Create_Habitat_for_Artists.png
-76.982919600894263,38.921047494003744,212,2311 14TH STREET NE,Floating Lab Collective,Remuseum,"Lecture, panel discussion",2012,Lecture,"Brentwood Recreation Center,",2311 14th Street NE,Brentwood,,5,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Remuseum_Floating_Lab_Collective.png
-76.996361266804925,38.894414334422727,213,330 7TH STREET NE,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Northeast Neighborhood Library,330 7th Street NE,Trinidad,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-76.929579467980361,38.888962286296433,214,5001 CENTRAL AVENUE SE,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Capitol View Neighborhood Library,5001 Central Avenue SE,Marshall Heights,,7,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.054430898642423,38.930618664141527,215,3001 CONNECTICUT AVENUE NW,Brandon Ballengee,Love Motel for Insects,"Black Ultra-violet lights, steel, fabric, native plants, invited insects",2012,"Sculpture, Installation",The National Zoo,3001 Connecticut Ave NW,Woodley Park,,3,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Love_Motel_for_Insects_Brandon_Ballengee.png
-76.994730846923588,38.850692076766265,216,2700 MARTIN LUTHER KING JR AVENUE SE,Brendan Fowler,Walls At St. Elizabeth's,"Lumber, UV cured ink on vinyl, mixed media",2014,Installation,<Null>,2700 Martin Luther King Jr Avenue SE,Anacostia,,8,Temporary,Inter District DMPED,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Walls_At_St_Elizabeths_Brendan_Fowler.png
-77.026139713904797,38.942207685180321,217,4200 KANSAS AVENUE NW,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Petworth nNeighborhood Library,4200 Kansas Avenue NW,Petworth,,4,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-76.992260496131536,38.863005108129727,218,2345 MARTIN LUTHER KING JR AVENUE SE,Isaac Diggs & E. Ethelbert Miller,Chalres Kneeling (Lagos 2012),Banner,2014,Installation,<Null>,2345 Martin Luther King Jr Avenue SE,Anacostia,,8,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Charles_Kneeling_Lagos_2012_Isaac_Diggs.png
-77.038184690071645,38.920226708572301,219,1630 CRESCENT PLACE NW,Reko Rennie,Remember Me,"Paper, spraypaint, neon",2012,Mural,Meridian House,1630 Crescent Place NW,Adams Morgan,,1,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Remember_Me_Reko_Rennie.png
-77.032405818770911,38.917451816558355,220,2000 14TH STREET NW,Larry Cook & Kenneth Carroll,Regalia #2,Banner,2014,Installation,<Null>,2000 14th Street NW,Cardozo/Shaw,,1,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Regalia_2_Larry_Cook.png
-76.947773314656317,38.894188678040557,221,3935 BENNING ROAD NE,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Dorothy i. Height / Benning Neighborhood Library,3935 Benning Road NE,Benning,,7,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.047308841015337,38.91222144699389,222,9 HILLYER COURT NW,Wolfgang Weileder,Res Publica,Cardboard small scale construction of Supreme Coard Building,2012,"Sculpture, Installation",Cosmos Club Parking Lot,Parking lot in front of 9 Hillyer Court NW,Dupont Circle,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Res_Publica_Wolfgang_Weileder.png
-77.017087771127336,38.878390111832879,223,1000 4TH STREET SW,Jonathan Fung,Peep,"Metal shipping container, vinyl graphics, paint, plexiglass, wooden children blocks, sewing machines, fishing line, lead sinkers, duvetyne, CD, portable stereo",2014,"Sculpture, installation",Empty lot,1000 4th Street SW,Southwest Waterfront,,6,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Peep_Jonathan_Fung.png
-76.93215784256401,38.908452418628208,224,1350 49TH STREET NE,Floating Lab Collective,Remuseum,"Lecture, panel discussion",2012,Lecture,Deanwood Recreation Center,Deanwood Recreation Center,Deanwood,,7,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Remuseum_Floating_Lab_Collective.png
-77.013619115923632,38.904010204550168,225,155 L STREET NW,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Northwest One Neighborhood Library,155 L Street NW,Downtown,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.022220648406119,38.912449616289742,226,1630 7TH STREET NW,Craig Kraft,Vivace,"Rolled aluminum, neon",2010,Sculpture,"Watha T. Daniel / Shaw Neighborhood Library, located in front of library entrance",1630 7th St NW,Logan Circle/Shaw,,6,Permanent,Neighborhood Projects,
-77.003147429447807,38.87703708765455,227,202 M STREET SE,Kota Ezawa,Hand Vote,"Plywood, paint",2014,"Sculpture, installation","Canal Park, September 6 – November 21, 2014",202 M Street SE,Navy Yard,,6,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Hand_Vote_Kota_Ezawa.png
-77.035247443786574,38.955074521239183,228,5318 1/2 COLORADO AVENUE NW (Linn Meyers Studio),REBAR,Public Art- It's a Verb!,"Lecture, panel discussion",2012,Panel discussion,"Panel Discussion: Song Architects, Central 14th Street (between Colorado and Longfellow); Design Charrette: Linn Meyers Studio, 5318 1/2 Colorado Avenue","Panel Discussion: Song Architects, 918 U Street NW; Plaza Mockup: Central 14th Street NW (between Colorado and Longfellow); Design Charrette: Linn Meyers Studio, 5318 1/2 Colorado Avenue NW",16th Street Heights,,4,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Public_Art_Its_a_Verb_REBAR.png
-76.995008508572468,38.932840791103409,229,716 MONROE STREET NE,Michael Platt & Major Jackson,Enter One Way,Banner,2014,Installation,<Null>,716 Monroe St NE,Brookland,,5,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Enter_One_Way_Michael_Platt.png
-77.051100201299363,38.904026937545162,230,1101 24TH STREET NW,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,West End Neighborhood Library,1101 24th Street NW,West End,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-76.981253586570688,38.846194308105048,231,1547 ALABAMA AVENUE SE,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Parklands-Turner Neighborhood Library,1547 Alabama Avenue SE,Douglass,,8,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.020159155537527,38.974444213198424,232,416 CEDAR STREET NW,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Takoma Park Neighborhood Library,416 Cedar Street NW,Takoma,,4,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-76.979269681000417,38.92363301318165,233,1790 DOUGLAS STREET NE,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Woodridge Interim Library,1790 Douglas Street NE,Langdon,,5,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-76.992602892232043,38.862320310331299,234,2412 MARTIN LUTHER KING JR AVENUE SE,Diana Al-Hadid,Interior Sketch,"Polymer modified gypsum, fiberglass, stainless steel, pigment",2014,Installation,<Null>,2412 Martin Luther King Jr Avenue SE,Anacostia,,8,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Interior_Sketch_Diana_Al_Hadid.png
-77.003549972275948,38.881517850853918,235,148 F STREET SE,Ben Ashworth & Working Collective,Finding a Line,Built skate park,2012,Event,Garfield Park (under the southeast freeway overpass),148 F Street SE,Capitol Hill,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Finding_a_Line_Ben_Ashworth_Working_Collective.png
-77.017087771127336,38.878390111832879,236,1000 4TH STREET SW,Cameron Hockenson,Migration,"Wooden poles, bolts, washers, nuts, PVC pipe, branches, chicken wire, manila rope, twine, residential addresses, burlap, foam, house paint.",2014,"Sculpture, installation",Empty lot,1000 4th Street SW,Southwest Waterfront,,6,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Migration_Cameron_Hockenson.png
-77.017087771127336,38.878390111832879,237,1000 4TH STREET SW,Peter Hutchinson,Thrown Rope DC,"33 planted trees, 11 of each of the following: American Yellowwood, Kobus Magnolia, Bur Oak ",2014,Installation,Empty lot,1000 4th Street SW,Southwest Waterfront,,6,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Thrown_Rope_DC_Peter_Hutchingson.png
-77.017087771127336,38.878390111832879,238,1000 4TH STREET SW,Eliza Naranjo Morse & Nora Naranjo Morse,Digging,"Dirt, Shovels and picks",2014,Installation,Empty lot,1000 4th Street SW,Southwest Waterfront,,6,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Digging_Eliza_Naranjo_Morse.png
-77.017087771127336,38.878390111832879,239,1000 4TH STREET SW,Jennifer Wen Ma,Portrait Garden,"Chinese ink, various plants",2014,Installation,Empty lot,1000 4th Street SW,Southwest Waterfront,,6,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Portrait_Garden_Jennifer_Wen_Ma.png
-77.029163689540994,38.900056472681761,240,1250 NEW YORK AVENUE NW,Soda Jerk,After The Rainbow,Video projection,2014,Installation,National Museum of Woman in the Arts- Sept 19 - Nov. 2,1250 New York Avenue NW,Downtown,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Soda_Jerk_After_The_Rainbow.png
-77.029163689540994,38.900056472681761,241,1250 NEW YORK AVENUE NW,Soda Jerk,The Carousel,Video projection,2014,Installation,National Museum of Woman in the Arts- Oct. 3,1250 New York Avenue NW,Downtown,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Soda_Jerk_The_Carousel.png
-76.991346013626213,38.864608542162713,242,2235 SHANNON PLACE SE,"KUNSTrePUBLIK (Matthias Einhoff, Harry Sachs, and Philip Horst)",Fountains of D.C. (WT),Concrete mobile replica of the Temperance Fountain ,2012,Sculpture ,Old Evidence Warehouse,2235 Shannon Place SE,Anacostia,,8,Temporary,2012- 5x5 Temporary Art Initiative,
-76.991346013626213,38.864608542162713,243,2235 SHANNON PLACE SE,Monica Canilao,Home Mender,"Mixed media, recycled material",2012,"Sculpture, Installation",Old Evidence Warehouse,2235 Shannon Place SE,Anacostia,,8,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Home_Mender_Monica_Canilao.png
-76.994730846923588,38.850692076766265,244,2700 MARTIN LUTHER KING JR AVENUE SE,Jace Clayton,Enkutatash,Performance,2014,Performance ,"St. Elizabeth's East Gateway Pavilion- September 11th, 2014.  Doors Open at 6pm, Performance 6:30-7:30pm.",2700 Martin Luther King Jr Avenue SE,Anacostia,,8,Temporary,Inter District DMPED,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Enkutatash_Jace_Clayton.png
-76.994730846923588,38.850692076766265,245,2700 MARTIN LUTHER KING JR AVENUE SE,Sheila Crider,Here to Here,"Extruded aluminum, PPG acrylic urethane semi-gloss top color coat over epoxy primer, anti-graffiti coating, Solar LED Block Lights",2014,Sculpture,"Gateway Pavilion, St. Elizabeths East Campus- along Martin Luther King Jr. Avenue, SE",2700 Martin Luther King Jr Avenue SE,Anacostia,,8,Permanent,Inter District DMPED,
-77.020360420508283,38.877125619082108,246,1101 6TH STREET SW,Stan Squirewell & AFAA Michael Weaver,Muck and Mire,Banner ,2014,"Sculpture, Installation",<Null>,1101 Sixth Street SW,Southwest Waterfront,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Muck_and_Mire_Stan_Squirewell.png
-77.023108639885649,38.878319733468139,247,7TH STREET SW AND WATER STREET SW,Jo Ray,Spoken For,"Metal scaffolding, photographs printed on poster board",2012,Installation,7th and Water Street,7th Street SW and Water Street SW,Southwest Waterfront,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Spoken_For_Jo_Ray.png
-77.033426187480657,38.956506393149169,248,14TH STREET NW AND COLORADO AVENUE NW,REBAR,Public Art- It's a Verb!,"Lecture, panel discussion",2012,Panel discussion,"Panel Discussion: Song Architects, Central 14th Street (between Colorado and Longfellow); Design Charrette: Linn Meyers Studio, 5318 1/2 Colorado Avenue","Panel Discussion: Song Architects, 918 U Street NW; Plaza Mockup: Central 14th Street NW (between Colorado and Longfellow); Design Charrette: Linn Meyers Studio, 5318 1/2 Colorado Avenue NW",16th Street Heights,,4,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Public_Art_Its_a_Verb_REBAR.png
